Cluster	ID
CAG2141543.1	WP_099168921.1
CAG2141543.1	WP_209436003.1
CAG2141543.1	AVT04461.1
CAG2141543.1	WP_197883423.1
CAG2141543.1	WP_208933904.1
CAG2141543.1	WP_076964649.1
CAG2141543.1	AVS86765.1
CAG2141543.1	WP_095551157.1
CAG2141543.1	WP_286570829.1
CAG2141543.1	WP_115531661.1
CAG2141543.1	WP_122238752.1
CAG2141543.1	WP_122247370.1
CAG2141543.1	WP_122253986.1
CAG2141543.1	WP_286665932.1
CAG2141543.1	WP_122245368.1
CAG2141543.1	RUP34875.1
CAG2141543.1	WP_027474115.1
CAG2141543.1	WP_162574168.1
CAG2141543.1	MDB5858805.1
CAG2141543.1	WP_294378056.1
CAG2141543.1	WP_114802664.1
CAG2141543.1	WP_286509850.1
CAG2141543.1	WP_286524754.1
CAG2141543.1	WP_286532391.1
CAG2141543.1	WP_017759362.1
CAG2141543.1	MBN9424881.1
CAG2141543.1	WP_286653370.1
CAG2141543.1	WP_234195904.1
CAG2141543.1	MBO9649551.1
CAG2141543.1	WP_295372308.1
CAG2141543.1	WP_301808420.1
CAG2141543.1	WP_127774494.1
CAG2141543.1	WP_250194072.1
CAG2141543.1	MBQ1764893.1
CAG2141543.1	WP_068369859.1
CAG2141543.1	WP_130487446.1
CAG2141543.1	WP_045968437.1
CAG2141543.1	WP_088956401.1
CAG2141543.1	WP_301606284.1
CAG2141543.1	WP_134838496.1
CAG2141543.1	WP_003800674.1
CAG2141543.1	WP_265305425.1
CAG2141543.1	WP_123050681.1
CAG2141543.1	WP_213957593.1
CAG2141543.1	WP_068644452.1
CAG2141543.1	WP_108727026.1
CAG2141543.1	MCX7269855.1
CAG2141543.1	WP_121737632.1
CAG2141543.1	WP_153228671.1
CAG2141543.1	WP_207872757.1
CAG2141543.1	WP_286565660.1
CAG2141543.1	WP_189393686.1
CAG2141543.1	HBJ69409.1
CAG2141543.1	WP_088451603.1
CAG2141543.1	WP_009463818.1
CAG2141543.1	WP_094195168.1
CAG2141543.1	WP_236780431.1
CAG2141543.1	WP_270118096.1
CAG2141543.1	WP_124464160.1
CAG2141543.1	SEF22162.1
CAG2141543.1	WP_184642605.1
CAG2141543.1	MCX7398018.1
CAG2141543.1	WP_145747018.1
CAG2141543.1	WP_248467510.1
CAG2141543.1	WP_125892954.1
CAG2141543.1	WP_140172601.1
CAG2141543.1	WP_282563978.1
CAG2141543.1	WP_102139160.1
CAG2141543.1	WP_153673215.1
CAG2141543.1	WP_272676735.1
CAG2141543.1	WP_282550916.1
CAG2141543.1	WP_282555703.1
CAG2141543.1	WP_096864572.1
CAG2141543.1	WP_196732222.1
CAG2141543.1	WP_282554787.1
CAG2141543.1	EJD5977757.1
CAG2141543.1	WP_094961445.1
CAG2141543.1	WP_282558363.1
CAG2141543.1	MBU6309604.1
CAG2141543.1	RLS34541.1
CAG2141543.1	MBE2245129.1
CAG2141543.1	WP_192047605.1
CAG2141543.1	WP_302098081.1
CAG2141543.1	MCL4184147.1
CAG2141543.1	WP_265287630.1
CAG2141543.1	WP_011809722.1
CAG2141543.1	WP_265302101.1
CAG2141543.1	MBN9460453.1
CAG2141543.1	MCL4182137.1
CAG2141543.1	MCL4738742.1
CAG2141543.1	WP_116620507.1
CAG2141543.1	WP_232896544.1
CAG2141543.1	WP_161137263.1
CAG2141543.1	MBX9818475.1
CAG2141543.1	WP_295524025.1
CAG2141543.1	WP_142811927.1
CAG2141543.1	WP_209026646.1
CAG2141543.1	WP_113934196.1
CAG2141543.1	TAL78422.1
CAG2141543.1	KLN47381.1
CAG2141543.1	WP_099112539.1
CAG2141543.1	WP_273805059.1
CAG2141543.1	WP_225820689.1
CAG2141543.1	WP_206086273.1
CAG2141543.1	WP_272539603.1
CAG2141543.1	WP_282560739.1
CAG2141543.1	WP_219245536.1
CAG2141543.1	WP_272574121.1
CAG2141543.1	WP_048608775.1
CAG2141543.1	WP_272666267.1
CAG2141543.1	WP_282556311.1
CAG2141543.1	WP_230233332.1
CAG2141543.1	WP_282551138.1
CAG2141543.1	WP_042848463.1
CAG2141543.1	WP_272678424.1
CAG2141543.1	WP_210839537.1
CAG2141543.1	MBP6081223.1
CAG2141543.1	EKT53275.1
CAG2141543.1	EKT52997.1
CAG2141543.1	MCY0802364.1
CAG2141543.1	WP_282550479.1
CAG2141543.1	WP_047590684.1
CAG2141543.1	WP_289174801.1
CAG2141543.1	WP_118996184.1
CAG2141543.1	WP_226954311.1
CAG2141543.1	WP_017524255.1
CAG2141543.1	WP_179584002.1
CAG2141543.1	WP_175168855.1
CAG2141543.1	MBJ7259970.1
CAG2141543.1	MCX7409767.1
CAG2141543.1	MBC7702967.1
CAG2141543.1	MCF7960820.1
CAG2141543.1	WP_126458499.1
CAG2141543.1	WP_099117762.1
CAG2141543.1	WP_115163929.1
CAG2141543.1	WP_282553206.1
CAG2141543.1	WP_006816018.1
CAG2141543.1	WP_154627246.1
CAG2141543.1	WP_154602036.1
CAG2141543.1	WP_036955285.1
CAG2141543.1	WP_265497536.1
CAG2141543.1	WP_154636927.1
CAG2141543.1	MBS0924222.1
CAG2141543.1	WP_282551783.1
CAG2141543.1	CAG9409304.1
CAG2141543.1	WP_283092604.1
CAG2141543.1	WP_036968495.1
CAG2141543.1	WP_282560817.1
CAG2141543.1	WP_070925706.1
CAG2141543.1	WP_006663342.1
CAG2141543.1	WP_006658252.1
CAG2141543.1	WP_282558949.1
CAG2141543.1	WP_282561875.1
CAG2141543.1	WP_140178827.1
CAG2141543.1	WP_282559291.1
CAG2141543.1	QQO62891.1
CAG2141543.1	WP_093969751.1
CAG2141543.1	WP_185779819.1
CAG2141543.1	WP_166129609.1
CAG2141543.1	WP_119516944.1
CAG2141543.1	MBC7203704.1
CAG2141543.1	WP_042577832.1
CAG2141543.1	MDB9567359.1
CAG2141543.1	EFE53590.1
CAG2141543.1	SPZ19216.1
CAG2141543.1	WP_184606539.1
CAG2141543.1	WP_126186221.1
CAG2141543.1	MCL4182116.1
CAG2141543.1	MBP8298308.1
CAG2141543.1	ODU09800.1
CAG2141543.1	WP_269900743.1
CAG2141543.1	WP_166409164.1
CAG2141543.1	WP_038202643.1
CAG2141543.1	TMH45026.1
CAG2141543.1	MBV9189804.1
CAG2141543.1	WP_150045275.1
CAG2141543.1	MBN9428501.1
CAG2141543.1	WP_232896549.1
CAG2141543.1	HBV9945914.1
CAG2141543.1	WP_185666331.1
CAG2141543.1	WP_122078740.1
CAG2141543.1	WP_192047609.1
CAG2141543.1	WP_116620516.1
CAG2141543.1	MSQ87998.1
CAG2141543.1	MCH8862788.1
CAG2141543.1	WP_254739385.1
CAG2141543.1	WP_245303917.1
CAG2141543.1	WP_244544424.1
CAG2141543.1	WP_246504836.1
CAG2141543.1	WP_158818023.1
CAG2141543.1	MBV9238917.1
CAG2141543.1	MBV8751322.1
CAG2141543.1	MBI1203458.1
CAG2141543.1	MCK9919264.1
CAG2141543.1	WP_115689048.1
CAG2141543.1	MBN9021216.1
CAG2141543.1	WP_070247525.1
CAG2141543.1	WP_153135208.1
CAG2141543.1	WP_205319956.1
CAG2141543.1	HHZ67272.1
CAG2141543.1	MBL6863678.1
CAG2141543.1	MDA1101631.1
CAG2141543.1	WP_201128355.1
CAG2141543.1	WP_047212518.1
CAG2141543.1	MBZ5728562.1
CAG2141543.1	WP_150695550.1
CAG2141543.1	WP_226244898.1
CAG2141543.1	WP_212203458.1
CAG2141543.1	WP_060550312.1
CAG2141543.1	WP_112347279.1
CAG2141543.1	WP_007792608.1
CAG2141543.1	WP_210484117.1
WP_285219729.1	MDK3009285.1
WP_285219729.1	WP_301538383.1
WP_285219729.1	WP_294109784.1
WP_285219729.1	WP_285316295.1
WP_285219729.1	WP_286271106.1
WP_285219729.1	WP_282556035.1
WP_285219729.1	WP_283656672.1
WP_285219729.1	WP_282559812.1
WP_285219729.1	WP_282554030.1
WP_285219729.1	WP_282558068.1
WP_285219729.1	WP_283027017.1
WP_285219729.1	WP_282556738.1
WP_285219729.1	WP_282490640.1
WP_285219729.1	WP_282564047.1
WP_285219729.1	WP_282956498.1
WP_285219729.1	WP_282556825.1
WP_093559497.1	WP_253930639.1
WP_093559497.1	WP_153233594.1
WP_093559497.1	TMI03424.1
WP_093559497.1	TMH70221.1
WP_093559497.1	TMH91177.1
WP_093559497.1	WP_229413693.1
WP_093559497.1	PIL45790.1
WP_093559497.1	TMH86047.1
WP_093559497.1	MDB5934317.1
WP_093559497.1	TMI11165.1
WP_093559497.1	OAI51777.1
WP_089218992.1	MBS0280826.1
WP_089218992.1	WP_119514619.1
WP_089218992.1	MBA3895947.1
WP_089218992.1	WP_219755498.1
WP_089218992.1	WP_167300571.1
WP_089218992.1	WP_212597851.1
WP_089218992.1	WP_067105363.1
WP_089218992.1	WP_286711288.1
WP_089218992.1	WP_277980247.1
WP_089218992.1	WP_223012130.1
WP_089218992.1	WP_086131328.1
WP_089218992.1	AMG73210.1
WP_089218992.1	WP_136161295.1
WP_089218992.1	PZQ20838.1
WP_089218992.1	WP_130159094.1
WP_089218992.1	WP_066782136.1
WP_089218992.1	WP_222988542.1
WP_089218992.1	WP_292223636.1
WP_089218992.1	MCA0202665.1
WP_089218992.1	PZU11023.1
WP_089218992.1	WP_160484719.1
MBT8472834.1	TCT02130.1
MBT8472834.1	MCK9261284.1
MBT8472834.1	WP_018992070.1
MBT8472834.1	WP_175205216.1
MBT8472834.1	WP_088159547.1
MBT8472834.1	WP_207470314.1
MBT8472834.1	WP_013391690.1
MBT8472834.1	WP_088138469.1
MBT8472834.1	NMG43787.1
MBT8472834.1	WP_175220657.1
MBT8472834.1	NMG27785.1
MBT8472834.1	WP_258128783.1
MBT8472834.1	WP_102775539.1
MBT8472834.1	WP_042796514.1
MBT8472834.1	MBO9332557.1
MBT8472834.1	WP_200220892.1
MBT8472834.1	WP_054447005.1
MBT8472834.1	MCC4117232.1
MBT8472834.1	WP_241122013.1
MBT8472834.1	RBL79249.1
MBT8472834.1	WP_241077516.1
MBT8472834.1	WP_059371594.1
MBT8472834.1	WP_025136782.1
MBT8472834.1	WP_053246498.1
MBT8472834.1	WP_175131204.1
MBT8472834.1	WP_047992568.1
MBT8472834.1	WP_088147867.1
MBT8472834.1	WP_267190767.1
MBT8472834.1	WP_109842502.1
MBT8472834.1	WP_216183413.1
MBT8472834.1	WP_059269395.1
MBT8472834.1	ANY17464.1
MBT8472834.1	WP_068951001.1
MBT8472834.1	WP_211162194.1
MBT8472834.1	WP_020925011.1
MBT8472834.1	WP_006388952.1
MBT8472834.1	WP_198485488.1
MBT8472834.1	WP_175190791.1
MBT8472834.1	WP_241050767.1
MBT8472834.1	WP_238892061.1
MBT8472834.1	WP_006393120.1
MBT8472834.1	WP_253637731.1
MBT8472834.1	WP_103272637.1
MBT8472834.1	MCG2597333.1
MBT8472834.1	WP_129239123.1
MBT8472834.1	WP_062684448.1
MBT8472834.1	WP_054518720.1
MBT8472834.1	WP_043542426.1
MBT8472834.1	MCK9260551.1
MBT8472834.1	WP_006226416.1
MBT8472834.1	WP_100502928.1
MBT8472834.1	OCZ80103.1
MBT8472834.1	WP_094825159.1
MBT8472834.1	WP_141018423.1
MBT8472834.1	WP_065340449.1
MBT8472834.1	WP_054477276.1
MBT8472834.1	WP_212345963.1
MBT8472834.1	WP_108948111.1
MBT8472834.1	WP_171661793.1
MBT8472834.1	WP_105555386.1
MBT8472834.1	WP_175170792.1
MBT8472834.1	WP_175177971.1
MBT8472834.1	HCW21363.1
MBT8472834.1	WP_110530138.1
MBT8472834.1	WP_159693565.1
MBT8472834.1	WP_086077565.1
MBT8472834.1	WP_125472491.1
MBT8472834.1	WP_061304059.1
MBT8472834.1	KAG1255586.1
MBT8472834.1	WP_183014261.1
MBT8472834.1	WP_100852969.1
MBT8472834.1	WP_133595195.1
MBT8472834.1	NGM86411.1
MBT8472834.1	WP_169151599.1
MBT8472834.1	WP_006217632.1
MBT8472834.1	WP_142050755.1
MBT8472834.1	WP_057287403.1
MBT8472834.1	WP_287144213.1
MBT8472834.1	WP_094802924.1
MBT8472834.1	WP_088605861.1
MBT8472834.1	WP_128830039.1
MBT8472834.1	WP_226848270.1
MBT8472834.1	WP_175236504.1
MBT8472834.1	WP_291384045.1
MBT8472834.1	WP_254636948.1
MBT8472834.1	WP_105237516.1
MBT8472834.1	WP_063953262.1
MBT8472834.1	WP_180098893.1
MBT8472834.1	WP_130010389.1
MBT8472834.1	MCU6619685.1
MBT8472834.1	HAP26148.1
MBT8472834.1	WP_129969534.1
MBT8472834.1	WP_116518504.1
MBT8472834.1	WP_193089233.1
MBT8472834.1	WP_118993189.1
MBT8472834.1	TAL79546.1
MBT8472834.1	WP_301116887.1
MBT8472834.1	WP_025374004.1
MBT8472834.1	WP_102068333.1
MBT8472834.1	WP_128356007.1
MBT8472834.1	MBF6615708.1
MBT8472834.1	WP_113934798.1
MBT8472834.1	WP_132585389.1
MBT8472834.1	WP_296162618.1
MBT8472834.1	WP_180153022.1
MBT8472834.1	WP_286723466.1
MBT8472834.1	MBL8662615.1
MBT8472834.1	WP_286972300.1
MBT8472834.1	MBT5219208.1
MBT8472834.1	MCA8896089.1
MBT8472834.1	WP_282605166.1
MBT8472834.1	GJL93710.1
MBT8472834.1	MDH3987957.1
MBT8472834.1	MCF6233509.1
WP_294239287.1	WP_056435280.1
MBX6329427.1	WP_291689391.1
MBX6329427.1	MCW5687679.1
MBX6329427.1	MBV9239380.1
MBX6329427.1	MBI2739261.1
MBX6329427.1	WP_065340442.1
MBX6329427.1	WP_108974673.1
MBX6329427.1	WP_141018414.1
MBX6329427.1	WP_209765061.1
MBX6329427.1	WP_011765710.1
MBX6329427.1	WP_235710688.1
MBX6329427.1	WP_108659100.1
MBX6329427.1	WP_141259413.1
MBX6329427.1	WP_102323633.1
MBX6329427.1	MCB9152010.1
MBX6329427.1	MBL8119264.1
MBX6329427.1	MCA0457201.1
MBX6329427.1	NJN84215.1
MCB1731761.1	WP_113953109.1
WP_101521645.1	WP_101521645.1
WP_293859685.1	MDE2361824.1
WP_144861015.1	WP_229155806.1
WP_144861015.1	WP_119168444.1
WP_144861015.1	WP_107991650.1
WP_144861015.1	WP_256812077.1
WP_144861015.1	MBP0614543.1
WP_144861015.1	WP_141167931.1
WP_144861015.1	WP_227815805.1
WP_144861015.1	WP_159693659.1
WP_144861015.1	WP_230970878.1
WP_144861015.1	PCI04989.1
WP_144861015.1	WP_165135535.1
WP_144861015.1	WP_079666570.1
WP_144861015.1	WP_018718785.1
WP_144861015.1	WP_173998938.1
WP_144861015.1	WP_302076902.1
WP_144861015.1	WP_105430760.1
WP_144861015.1	WP_255392668.1
WP_144861015.1	WP_007755719.1
WP_144861015.1	WP_046638002.1
WP_144861015.1	WP_085419841.1
WP_144861015.1	WP_168596022.1
WP_144861015.1	WP_204851986.1
WP_144861015.1	WP_046641751.1
WP_144861015.1	WP_233954662.1
WP_144861015.1	WP_219745992.1
WP_144861015.1	WP_117194752.1
WP_144861015.1	CDZ65791.1
WP_144861015.1	WP_168600267.1
WP_144861015.1	WP_092575380.1
WP_144861015.1	WP_289672688.1
WP_144861015.1	WP_046601859.1
WP_144861015.1	WP_038591195.1
WP_144861015.1	MDH7785523.1
WP_144861015.1	WP_118136377.1
WP_144861015.1	WP_138574361.1
WP_144861015.1	MAI21919.1
WP_144861015.1	MBU6497479.1
WP_144861015.1	HCM08870.1
WP_047168626.1	MCX7385005.1
WP_047168626.1	NOX95286.1
WP_047168626.1	WP_181266521.1
WP_047168626.1	WP_144905775.1
WP_047168626.1	RYE50471.1
WP_047168626.1	WP_109332917.1
WP_047168626.1	WP_209942819.1
WP_047168626.1	WP_028030404.1
WP_047168626.1	WP_076533124.1
WP_047168626.1	WP_037156458.1
WP_047168626.1	MCC5970279.1
WP_047168626.1	WP_268160081.1
WP_047168626.1	WP_084363403.1
WP_047168626.1	MCB1342359.1
WP_182497908.1	WP_103904986.1
WP_158818225.1	MBS7351226.1
WP_158818225.1	WP_192368525.1
WP_158818225.1	WP_294256749.1
WP_158818225.1	WP_182285122.1
WP_158818225.1	WP_034351112.1
WP_158818225.1	WP_034406614.1
WP_158818225.1	WP_291594424.1
WP_158818225.1	WP_256495305.1
WP_158818225.1	MCZ2103358.1
WP_158818225.1	WP_024539208.1
WP_158818225.1	WP_291552794.1
MBV8168778.1	MBM3647074.1
MBV8168778.1	KWT98916.1
MBV8168778.1	WP_136163196.1
MBV8168778.1	MBS0446788.1
MBV8168778.1	WP_135265183.1
MBV8168778.1	WP_187076497.1
MBV8168778.1	WP_236589029.1
MBV8168778.1	WP_201173198.1
MBV8168778.1	MCW5660390.1
MBV8168778.1	WP_295523619.1
MBV8168778.1	WP_169420157.1
MBV8168778.1	WP_280151469.1
MBV8168778.1	WP_202333031.1
MBV8168778.1	WP_298018714.1
MBV8168778.1	WP_157612897.1
MBV8168778.1	RZL65795.1
MBV8168778.1	MBO9644082.1
MBV8168778.1	WP_296781593.1
MBV8168778.1	WP_093348958.1
MBV8168778.1	WP_286645353.1
MBV8168778.1	WP_058641205.1
MBV8168778.1	WP_218510518.1
MBV8168778.1	MBA3478360.1
MBV8168778.1	MBO9515157.1
MBV8168778.1	MDN4587610.1
MBV8168778.1	WP_234197070.1
MBV8168778.1	MBN8493943.1
MBV8168778.1	WP_142818426.1
MBV8168778.1	KPU94973.1
MBV8168778.1	WP_261208420.1
MBV8168778.1	WP_296730529.1
MBV8168778.1	WP_013540103.1
MBV8168778.1	WP_201676551.1
MBV8168778.1	WP_093160894.1
MBV8168778.1	WP_294371452.1
MBV8168778.1	MBV8619453.1
MBV8168778.1	MBV2180682.1
MBV8168778.1	WP_213954135.1
MBV8168778.1	MBP7535511.1
MBV8168778.1	WP_056587033.1
MBV8168778.1	WP_280813256.1
MBV8168778.1	WP_056571816.1
MBV8168778.1	WP_162567199.1
MBV8168778.1	WP_093018581.1
MBV8168778.1	WP_076511013.1
MBV8168778.1	MBX3642253.1
MBV8168778.1	MBS0451713.1
MBV8168778.1	WP_097199745.1
MBV8168778.1	WP_088957949.1
MBV8168778.1	WP_172219370.1
MBV8168778.1	WP_162588866.1
MBV8168778.1	WP_124463455.1
MBV8168778.1	MSQ66335.1
MBV8168778.1	MBS0339877.1
MBV8168778.1	WP_198788155.1
MBV8168778.1	WP_042582504.1
MBV8168778.1	WP_281149685.1
MBV8168778.1	MBC7392246.1
MBV8168778.1	MDH5540239.1
MBV8168778.1	WP_192193027.1
MBV8168778.1	WP_126470569.1
MBV8168778.1	WP_093198749.1
MBV8168778.1	WP_081266904.1
MBV8168778.1	WP_237679314.1
MBV8168778.1	WP_162576738.1
MBV8168778.1	WP_126022767.1
MBV8168778.1	WP_184635669.1
MBV8168778.1	MBK7615214.1
MBV8168778.1	WP_043684253.1
MBV8168778.1	WP_301506627.1
MBV8168778.1	WP_055799487.1
MBV8168778.1	WP_093110835.1
MBV8168778.1	WP_021006232.1
MBV8168778.1	WP_153282565.1
MBV8168778.1	MDE0366698.1
MBV8168778.1	WP_124957080.1
MBV8168778.1	WP_198085740.1
MBV8168778.1	WP_099791737.1
MBV8168778.1	WP_101489343.1
MBV8168778.1	WP_068672713.1
MBV8168778.1	MBC7732389.1
MBV8168778.1	MDA0228148.1
MBV8168778.1	WP_066457953.1
MBV8168778.1	WP_126839079.1
MBV8168778.1	WP_070062342.1
MBV8168778.1	WP_286667286.1
MBV8168778.1	MCH9674124.1
MBV8168778.1	NBX54005.1
MBV8168778.1	WP_286535397.1
MBV8168778.1	WP_286368477.1
MBV8168778.1	MBC7705270.1
MBV8168778.1	SEF33426.1
MBV8168778.1	MCE9657504.1
MBV8168778.1	MBS1179129.1
MBV8168778.1	WP_077000725.1
MBV8168778.1	MBK8765420.1
MBV8168778.1	WP_011810415.1
MBV8168778.1	WP_265307509.1
MBV8168778.1	MBP8307315.1
MBV8168778.1	WP_147913147.1
MBV8168778.1	MBV8537428.1
MBV8168778.1	MCW5770481.1
MBV8168778.1	NLD53840.1
MBV8168778.1	MBV1697011.1
MBV8168778.1	WP_109334115.1
MBV8168778.1	MBL8378403.1
MBV8168778.1	WP_018699748.1
MBV8168778.1	MCA3177269.1
MBV8168778.1	MBW4051004.1
MBV8168778.1	MBX9826145.1
MBV8168778.1	MBR1268116.1
MBV8168778.1	MCY4191084.1
MBV8168778.1	MCY4397646.1
MBV8168778.1	MBR1234102.1
MBV8168778.1	MXW90267.1
