Cluster	ID
WP_115874674.1	WP_182071683.1
WP_115874674.1	MCM7511469.1
WP_115874674.1	WP_196354629.1
WP_115874674.1	WP_193356351.1
WP_115874674.1	WP_242174582.1
WP_115874674.1	WP_148420932.1
WP_115874674.1	WP_061098646.1
WP_115874674.1	WP_199027676.1
WP_115874674.1	WP_211437822.1
WP_115874674.1	WP_248168981.1
WP_115874674.1	WP_045284659.1
WP_115874674.1	WP_224978711.1
WP_115874674.1	WP_039266100.1
WP_115874674.1	WP_266178346.1
WP_115874674.1	WP_033145142.1
WP_115874674.1	WP_025755919.1
WP_115874674.1	WP_048976712.1
WP_115874674.1	WP_063439620.1
WP_115874674.1	WP_240608037.1
WP_115874674.1	WP_047174519.1
WP_115874674.1	WP_119914913.1
WP_115874674.1	WP_176610693.1
WP_115874674.1	HDR2352307.1
WP_115874674.1	WP_290094718.1
WP_115874674.1	WP_087822300.1
WP_115874674.1	WP_211138609.1
WP_115874674.1	WP_090417425.1
WP_115874674.1	WP_059346452.1
WP_115874674.1	WP_256062616.1
WP_115874674.1	WP_047958218.1
WP_115874674.1	WP_120158500.1
WP_115874674.1	WP_248052318.1
WP_115874674.1	WP_181594773.1
WP_115874674.1	HBH7066362.1
WP_115874674.1	WP_134349149.1
WP_115874674.1	WP_202770150.1
WP_115874674.1	HDC4492528.1
WP_115874674.1	WP_048989885.1
WP_115874674.1	WP_192983020.1
WP_115874674.1	HAS1560280.1
WP_115874674.1	WP_133550244.1
WP_115874674.1	WP_196366824.1
WP_115874674.1	EKI0253487.1
WP_115874674.1	WP_262822010.1
WP_115874674.1	WP_248094367.1
WP_115874674.1	WP_121425824.1
WP_115874674.1	WP_193540425.1
WP_115874674.1	WP_047071987.1
WP_115874674.1	WP_112781176.1
WP_115874674.1	WP_063955727.1
WP_115874674.1	WP_023311053.1
WP_115874674.1	WP_029741850.1
WP_115874674.1	WP_182383288.1
WP_115874674.1	WP_008499857.1
WP_115874674.1	WP_032649017.1
WP_115874674.1	WP_059311103.1
WP_115874674.1	WP_063621334.1
WP_115874674.1	WP_061715588.1
WP_115874674.1	WP_248265629.1
WP_115874674.1	EHN8903076.1
WP_115874674.1	WP_063616707.1
WP_115874674.1	BCT13519.1
WP_115874674.1	WP_059360806.1
WP_115874674.1	WP_148768707.1
WP_115874674.1	WP_157188898.1
WP_115874674.1	WP_032674496.1
WP_115874674.1	WP_048963250.1
WP_115874674.1	WP_044596850.1
WP_115874674.1	WP_126328185.1
WP_115874674.1	WP_233002319.1
WP_115874674.1	WP_063430177.1
WP_115874674.1	WP_237423846.1
WP_115874674.1	WP_219369567.1
WP_115874674.1	WP_194400011.1
WP_115874674.1	WP_126534781.1
WP_115874674.1	WP_219258816.1
WP_115874674.1	WP_028019151.1
WP_115874674.1	WP_049008404.1
WP_115874674.1	WP_277738329.1
WP_115874674.1	EHN8804069.1
WP_115874674.1	WP_248221106.1
WP_115874674.1	WP_249564679.1
WP_115874674.1	WP_219983607.1
WP_115874674.1	WP_267216734.1
WP_115874674.1	WP_048027299.1
WP_115874674.1	WP_196095754.1
WP_115874674.1	WP_167212553.1
WP_115874674.1	WP_219297029.1
WP_115874674.1	WP_032639391.1
WP_115874674.1	WP_248224814.1
WP_115874674.1	WP_165556913.1
WP_115874674.1	WP_218728842.1
WP_115874674.1	WP_021240832.1
WP_115874674.1	WP_177317285.1
WP_115874674.1	WP_262804055.1
WP_115874674.1	WP_136486196.1
WP_115874674.1	WP_248271014.1
WP_115874674.1	WP_045334734.1
WP_115874674.1	WP_262791853.1
WP_115874674.1	WP_045630051.1
WP_115874674.1	WP_123922623.1
WP_115874674.1	WP_214579035.1
WP_115874674.1	WP_212473713.1
WP_115874674.1	WP_214576367.1
WP_115874674.1	WP_193051286.1
WP_115874674.1	MBG0619151.1
WP_115874674.1	WP_248249095.1
WP_115874674.1	MBG0625362.1
WP_115874674.1	WP_128348134.1
WP_115874674.1	WP_121931211.1
WP_115874674.1	WP_047364242.1
WP_115874674.1	WP_252007241.1
WP_115874674.1	WP_257258100.1
WP_115874674.1	WP_042718743.1
WP_115874674.1	WP_218307996.1
WP_115874674.1	WP_216357072.1
WP_115874674.1	WP_136343082.1
WP_115874674.1	WP_049001593.1
WP_115874674.1	WP_060572752.1
WP_115874674.1	WP_041910587.1
WP_115874674.1	WP_088204966.1
WP_115874674.1	WP_219324053.1
WP_115874674.1	WP_059356835.1
WP_115874674.1	WP_126543634.1
WP_115874674.1	WP_262779578.1
WP_115874674.1	HDR2708989.1
WP_115874674.1	WP_023337053.1
WP_115874674.1	WP_047652811.1
WP_115874674.1	WP_236299845.1
WP_115874674.1	WP_010429405.1
WP_115874674.1	WP_198885116.1
WP_115874674.1	WP_063143950.1
WP_115874674.1	WP_296226206.1
WP_115874674.1	WP_014883283.1
WP_115874674.1	HCM9362636.1
WP_115874674.1	WP_248222982.1
WP_115874674.1	WP_248176924.1
WP_115874674.1	WP_100170507.1
WP_115874674.1	EKY1590099.1
WP_115874674.1	WP_248188415.1
WP_115874674.1	WP_248037799.1
WP_115874674.1	WP_176586743.1
WP_115874674.1	WP_125914114.1
WP_115874674.1	WP_014169459.1
WP_115874674.1	WP_179120693.1
WP_115874674.1	WP_014069659.1
WP_115874674.1	WP_023332642.1
WP_115874674.1	WP_257272449.1
WP_115874674.1	WP_104440248.1
WP_115874674.1	HDR2474322.1
WP_115874674.1	WP_248177746.1
WP_115874674.1	WP_032637032.1
WP_115874674.1	WP_202774866.1
WP_115874674.1	WP_069732519.1
WP_115874674.1	WP_020884749.1
WP_115874674.1	WP_148575928.1
WP_115874674.1	WP_279259131.1
WP_115874674.1	WP_050862046.1
WP_115874674.1	WP_180253539.1
WP_115874674.1	WP_047955338.1
WP_115874674.1	WP_119934789.1
WP_115874674.1	WP_279114321.1
WP_115874674.1	WP_203451491.1
WP_115874674.1	WP_181622957.1
WP_211787093.1	WP_211787093.1
HDG8020954.1	HDG8020954.1
PLN08192.1	PLN08192.1
WP_248090710.1	WP_045902778.1
WP_248090710.1	WP_058684555.1
WP_248090710.1	WP_045295753.1
WP_248090710.1	WP_023620998.1
WP_248090710.1	MBD9065720.1
WP_248090710.1	EGQ7343746.1
WP_248090710.1	WP_038419051.1
WP_248090710.1	WP_095427245.1
WP_248090710.1	WP_248065229.1
WP_248090710.1	WP_029883239.1
WP_248090710.1	HAS1052417.1
WP_248090710.1	WP_014831351.1
WP_248090710.1	WP_218656596.1
WP_248090710.1	WP_262785402.1
WP_248090710.1	WP_047024017.1
WP_248090710.1	WP_062935504.1
WP_248090710.1	HCC5988598.1
WP_248090710.1	WP_163281270.1
WP_248090710.1	WP_058661149.1
WP_248090710.1	WP_058680338.1
WP_182919738.1	WP_182919738.1
WP_223687187.1	WP_223687187.1
VGF67150.1	VGF67150.1
WP_139541114.1	WP_181482772.1
WP_139541114.1	WP_132727230.1
WP_139541114.1	WP_142466273.1
WP_139541114.1	WP_061707487.1
WP_139541114.1	WEJ90493.1
WP_139541114.1	WP_182237739.1
WP_139541114.1	WP_160743466.1
WP_139541114.1	WP_112215242.1
WP_139541114.1	WP_142512363.1
WP_139541114.1	WP_161505715.1
WP_139541114.1	WP_004849688.1
WP_139541114.1	WP_250585385.1
WP_139541114.1	WP_039030068.1
WP_139541114.1	WP_138360287.1
WP_139541114.1	WP_016807373.1
WP_139541114.1	WP_038424293.1
WP_139541114.1	WP_154679984.1
WP_139541114.1	WP_048263108.1
WP_139541114.1	WP_025106221.1
WP_139541114.1	STU70092.1
WP_139541114.1	WP_155552326.1
WP_139541114.1	WP_014228759.1
WP_139541114.1	WP_224254788.1
WP_139541114.1	WP_004100883.1
WP_139541114.1	HBM3131754.1
WP_139541114.1	WP_224236166.1
WP_139541114.1	WP_224294404.1
WP_139541114.1	WP_196561938.1
WP_139541114.1	WP_049130225.1
WP_139541114.1	WP_154913307.1
WP_139541114.1	MCL8290895.1
WP_139541114.1	WP_285197359.1
WP_139541114.1	WP_032728019.1
WP_139541114.1	WP_224258976.1
WP_139541114.1	WP_064373022.1
WP_139541114.1	WP_105890036.1
WP_139541114.1	WP_224330020.1
WP_139541114.1	WP_224253402.1
WP_139541114.1	PLO74003.1
WP_139541114.1	WP_004871437.1
WP_139541114.1	WP_154063271.1
WP_139541114.1	WP_098363648.1
WP_139541114.1	WP_195606160.1
WP_139541114.1	HBC5609926.1
WP_139541114.1	WP_154951963.1
WP_139541114.1	WP_064411175.1
WP_139541114.1	WP_200795529.1
WP_139541114.1	WP_189094952.1
WP_139541114.1	WP_015366597.1
WP_139541114.1	WP_032711642.1
WP_139541114.1	EKV8474514.1
WP_139541114.1	WP_063406761.1
WP_139541114.1	WP_213708007.1
WP_139541114.1	WP_042897437.1
WP_139541114.1	WP_020078779.1
WP_139541114.1	WP_032708064.1
WP_139541114.1	WP_267984164.1
WP_139541114.1	MCR1576944.1
WP_139541114.1	EIV2481489.1
WP_139541114.1	WP_045365983.1
WP_139541114.1	WP_154105090.1
WP_139541114.1	WP_259388191.1
WP_139541114.1	EKU4511862.1
WP_139541114.1	WP_058679795.1
WP_139541114.1	WP_077203477.1
WP_139541114.1	WP_049046869.1
WP_139541114.1	HBR7296839.1
WP_139541114.1	WP_285176827.1
WP_139541114.1	WP_087877003.1
WP_139541114.1	PLL96805.1
WP_180813325.1	RCI96992.1
WP_180813325.1	CAA0297791.1
WP_180813325.1	WP_181818115.1
WP_180813325.1	MBN0343038.1
WP_180813325.1	WP_061891368.1
WP_180813325.1	RBZ36322.1
WP_180813325.1	WP_180813674.1
WP_180813325.1	MDA5160541.1
WP_180813325.1	MDA5160400.1
WP_180813325.1	HBQ6447982.1
WP_065356727.1	WP_249023156.1
WP_065356727.1	WP_223802759.1
WP_065356727.1	WP_167575655.1
WP_065356727.1	WP_271447229.1
PLN19660.1	PLN19660.1
WP_102016013.1	WP_102016013.1
WP_276164537.1	WP_228204671.1
WP_276164537.1	WP_148874096.1
WP_276164537.1	HAT1576157.1
WP_276164537.1	WP_281011459.1
WP_276164537.1	WP_004860309.1
WP_276164537.1	HCL6051410.1
WP_276164537.1	WP_237201616.1
WP_276164537.1	WP_261243295.1
WP_276164537.1	WP_046852836.1
WP_276164537.1	VED52206.1
WP_276164537.1	WP_041144874.1
WP_276164537.1	WP_100684984.1
WP_276164537.1	MCD9607087.1
WP_276164537.1	WP_133597324.1
WP_276164537.1	WP_159867032.1
WP_276164537.1	WP_123707356.1
WP_276164537.1	WP_131048403.1
WP_276164537.1	WP_123753728.1
WP_276164537.1	WP_086557337.1
WP_276164537.1	HCD5424418.1
WP_276164537.1	HCD8031351.1
WP_276164537.1	WP_063410341.1
STV27093.1	STV27093.1
HAT2611276.1	HAU8262760.1
HAT2611276.1	ORJ48607.1
HAT2611276.1	WP_132439496.1
HAT2611276.1	WP_108701144.1
HAT2611276.1	AUU91339.1
HAT2611276.1	WP_041851494.1
HAT2611276.1	QIH63212.1
HAT2611276.1	WP_107146247.1
HAT2611276.1	WP_007374282.1
HAT2611276.1	WP_227121296.1
HAT2611276.1	WP_090136422.1
HAT2611276.1	MBS1206211.1
HAT2611276.1	WAH53366.1
WP_259046804.1	WP_138096194.1
WP_025732645.1	WP_025732645.1
STS82647.1	STS82647.1
HDJ1438734.1	WP_203067558.1
HDJ1438734.1	WP_160027333.1
HDJ1438734.1	WP_105230581.1
HDJ1438734.1	WP_269872755.1
HDJ1438734.1	WP_272601533.1
HDJ1438734.1	VTP61559.1
HDJ1438734.1	WP_285202705.1
HDJ1438734.1	WP_064154632.1
HDJ1438734.1	WP_180265941.1
HDJ1438734.1	TYF97943.1
HDJ1438734.1	WP_123334774.1
HDJ1438734.1	WP_200561134.1
WP_226633000.1	WP_226633000.1
WP_063447097.1	WP_049059422.1
WP_063447097.1	WP_047048387.1
WP_045382139.1	WP_047042663.1
WP_063444528.1	HBS6070912.1
WP_063444528.1	WP_279281536.1
HCD8671817.1	WP_274819513.1
HCD8671817.1	VTM44307.1
HCD8671817.1	MCV4684486.1
HCD8671817.1	WP_207781558.1
HCD8671817.1	WP_289794185.1
HCD8671817.1	HBV7380087.1
HCD8671817.1	WP_207781840.1
HCD8671817.1	MBZ4262110.1
HCD8671817.1	WP_301687277.1
HCD8671817.1	WP_220979413.1
HCD8671817.1	WP_206738266.1
HCD8671817.1	WP_218447354.1
HCD8671817.1	STV62480.1
HCD8671817.1	GHK51674.1
WP_173670085.1	WP_207308216.1
WP_173670085.1	MBN0308387.1
WP_173670085.1	WP_186826466.1
WP_173670085.1	HDE2636017.1
WP_289794201.1	WP_289794201.1
WP_110511611.1	WP_258994523.1
WP_110511611.1	WP_024552317.1
WP_110511611.1	WP_045290677.1
WP_110511611.1	WP_064516473.1
VDR28430.1	WP_095096101.1
VDR28430.1	WP_045854753.1
VDR28430.1	WP_241721795.1
WP_101505049.1	WP_101505049.1
WP_256464656.1	WP_151242981.1
WP_256464656.1	WP_180743445.1
WP_256464656.1	WP_039303417.1
WP_256464656.1	WP_039323868.1
WP_256464656.1	WP_104956395.1
WP_256464656.1	MBS6059523.1
WP_256464656.1	WP_104951433.1
WP_256464656.1	WP_024559186.1
WP_256464656.1	WP_004172151.1
WP_256464656.1	WP_062749282.1
WP_256464656.1	WP_275556498.1
WP_256464656.1	WP_233985209.1
WP_256464656.1	WP_208714101.1
WP_256464656.1	WP_168403059.1
WP_256464656.1	WP_039382842.1
WP_256464656.1	WP_084872944.1
WP_256464656.1	WP_183271410.1
WP_256464656.1	WP_004156079.1
WP_256464656.1	WP_024965622.1
WP_256464656.1	WP_288477644.1
WP_256464656.1	WP_060679521.1
WP_256464656.1	WP_267140970.1
WP_256464656.1	WP_161734521.1
WP_256464656.1	WP_275768436.1
WP_256464656.1	WP_084936897.1
WP_256464656.1	WP_058972913.1
WP_256464656.1	MRT40723.1
WP_256464656.1	WP_147788601.1
WP_256464656.1	WP_301249597.1
WP_256464656.1	WP_126689188.1
WP_256464656.1	MCK8343076.1
WP_256464656.1	WP_263793391.1
WP_256464656.1	WP_192034237.1
WP_256464656.1	WP_081141219.1
WP_256464656.1	WP_033731672.1
WP_256464656.1	WP_017800727.1
WP_256464656.1	WP_008924830.1
WP_256464656.1	WP_064366720.1
WP_256464656.1	WP_064549308.1
WP_256464656.1	WP_021186149.1
WP_256464656.1	WP_125288936.1
WP_256464656.1	WP_279770060.1
WP_256464656.1	WP_013356887.1
WP_256464656.1	WP_121814253.1
WP_256464656.1	WP_101762537.1
WP_256464656.1	WP_273214227.1
WP_256464656.1	WP_008105232.1
WP_256464656.1	WP_256465952.1
WP_256464656.1	WP_120064438.1
WP_256464656.1	WP_064552959.1
WP_256464656.1	WP_028724089.1
WP_256464656.1	PKH21238.1
WP_256464656.1	WP_187510977.1
WP_256464656.1	WP_072138591.1
WP_256464656.1	WP_151995593.1
WP_256464656.1	WP_292989321.1
WP_256464656.1	WP_058705625.1
WP_256464656.1	WP_127833716.1
WP_256464656.1	WP_054632956.1
WP_256464656.1	WP_158783435.1
WP_256464656.1	HBV39418.1
WP_256464656.1	WP_212708791.1
WP_256464656.1	WP_152321724.1
WP_256464656.1	WP_232864046.1
WP_256464656.1	WP_301730737.1
WP_256464656.1	WP_121267571.1
WP_256464656.1	WP_212815860.1
WP_256464656.1	WP_123250356.1
WP_256464656.1	WP_123252640.1
WP_256464656.1	WP_213202238.1
WP_256464656.1	WP_133846209.1
WP_256464656.1	WP_226053135.1
WP_256464656.1	WP_027713199.1
WP_256464656.1	WP_143839284.1
WP_256464656.1	WJY15791.1
WP_256464656.1	WJV66144.1
WP_256464656.1	WP_290180458.1
WP_256464656.1	WP_021017629.1
WP_256464656.1	WP_038662686.1
WP_256464656.1	WP_033568542.1
WP_256464656.1	WP_022632018.1
WP_256464656.1	WP_038921591.1
WP_256464656.1	WP_192990178.1
WP_256464656.1	WP_171852829.1
WP_256464656.1	WP_077245318.1
WP_150323949.1	WP_150323949.1
WP_092678228.1	WP_212714597.1
WP_092678228.1	WP_241592972.1
WP_029687178.1	VTT28290.1
WP_029687178.1	WP_031374972.1
WP_029687178.1	WP_269292805.1
WP_029687178.1	WP_215847530.1
WP_029687178.1	WP_276973675.1
MBA2458668.1	MBA2458668.1
WP_134773165.1	WP_134773165.1
WP_283826519.1	WP_283826519.1
STU72682.1	STU72682.1
PMC11947.1	PMC11947.1
WP_062983538.1	WP_062983538.1
WP_165357070.1	RYC04884.1
WP_186342369.1	WP_186342369.1
NDL64904.1	NDL64904.1
